wind_speed, tsr
2.993384785005513, 20.792951541850222
3.2138919514884234, 19.383259911894275
3.478500551267916, 18.061674008810574
3.7210584343991178, 16.82819383259912
4.007717750826902, 15.418502202643174
4.294377067254686, 14.537444933920705
4.603087100330761, 13.480176211453745
4.955898566703418, 12.687224669603525
5.352811466372657, 11.629955947136564
5.83792723263506, 10.572687224669604
6.2348401323043, 9.955947136563877
6.65380374862183, 9.33920704845815
7.006615214994487, 8.986784140969164
7.9547960308710035, 8.986784140969164
8.880926130099228, 8.81057268722467
9.807056229327454, 8.986784140969164
10.689084895259096, 8.986784140969164
11.681367144432194, 8.370044052863436
13.114663726571113, 7.312775330396476
14.283351708930539, 6.607929515418503
15.143329658213892, 6.255506607929516
16.245865490628447, 5.814977973568282
16.863285556780596, 5.638766519823789
17.67916207276736, 5.462555066079296
18.80374862183021, 5.110132158590309
19.928335170893053, 4.845814977973569
20.87651598676957, 4.581497797356828
21.49393605292172, 4.493392070484582
22.39801543550165, 4.229074889867841
23.16979051819184, 4.052863436123348
23.96361631753032, 3.9647577092511015
24.933847850055127, 3.788546255506608